timestamp,method,path,duration
1769477552486,GET,/metrics,8
1769477553258,GET,/users/126/dashboard,385
1769477553530,GET,/users/290/dashboard,656
1769477553584,GET,/recommendations/537,710
1769477553599,GET,/recommendations/637,736
1769477553633,GET,/recommendations/925,761
1769477553893,GET,/products,22
1769477553893,GET,/products,23
1769477553898,POST,/checkout,7
1769477553931,GET,/products,39
1769477554264,GET,/users/492/dashboard,372
1769477554892,GET,/products,14
1769477554892,POST,/checkout,16
1769477554893,GET,/products,14
1769477554908,GET,/products,27
1769477555321,GET,/users/145/dashboard,246
1769477555444,GET,/recommendations/177,564
1769477555563,GET,/users/41/dashboard,361
1769477555719,GET,/users/657/dashboard,344
1769477555824,GET,/products,16
1769477555905,GET,/products,35
1769477555931,GET,/products,60
1769477555983,POST,/checkout,9
1769477556132,GET,/users/717/dashboard,262
1769477556315,GET,/products,6
1769477556411,GET,/recommendations/453,543
1769477556413,GET,/recommendations/942,543
1769477556421,GET,/products,6
1769477556475,GET,/recommendations/928,605
1769477556737,GET,/products,6
1769477556875,GET,/products,7
1769477556896,GET,/products,27
1769477557095,POST,/checkout,22
1769477557135,GET,/users/109/dashboard,564
1769477557155,GET,/users/303/dashboard,506
1769477557241,GET,/recommendations/27,671
1769477557366,GET,/users/888/dashboard,498
1769477557378,GET,/products,18
1769477557379,GET,/users/957/dashboard,511
1769477557567,GET,/products,19
1769477557582,GET,/recommendations/866,713
1769477557589,GET,/users/28/dashboard,427
1769477557774,GET,/products,33
1769477557781,POST,/checkout,3
1769477557823,GET,/products,5
1769477557887,GET,/products,16
1769477557930,GET,/products,10
1769477557953,GET,/products,27
1769477558291,GET,/users/391/dashboard,420
1769477558324,GET,/products,31
1769477558331,GET,/users/20/dashboard,460
1769477558336,GET,/recommendations/137,594
1769477558397,GET,/users/748/dashboard,273
1769477558482,GET,/recommendations/358,611
1769477558513,GET,/recommendations/828,642
1769477558673,POST,/checkout,4
1769477558844,GET,/recommendations/619,589
1769477558879,GET,/products,7
1769477558980,GET,/products,27
1769477559059,POST,/checkout,100
1769477559248,GET,/products,88
1769477559293,GET,/products,134
1769477559368,GET,/recommendations/863,761
1769477559408,POST,/checkout,6
1769477559475,GET,/recommendations/455,726
1769477559754,GET,/users/436/dashboard,858
1769477559811,GET,/users/680/dashboard,705
1769477559828,GET,/products,14
1769477559848,GET,/recommendations/837,975
1769477559866,GET,/products,36
1769477559876,GET,/recommendations/206,1003
1769477559900,GET,/products,10
1769477559905,GET,/products,18
1769477559964,GET,/users/363/dashboard,921
1769477560026,POST,/checkout,22
1769477560119,GET,/products,15
1769477560301,GET,/recommendations/181,1003
1769477560313,GET,/users/934/dashboard,1440
1769477560336,GET,/recommendations/634,1126
1769477560348,GET,/products,29
1769477560372,GET,/products,35
1769477560379,GET,/users/385/dashboard,1506
1769477560382,GET,/products,8
1769477560478,GET,/users/920/dashboard,853
1769477560508,GET,/recommendations/621,929
1769477560566,GET,/products,29
1769477560607,GET,/products,13
1769477560713,GET,/products,13
1769477560757,GET,/recommendations/46,868
1769477560780,GET,/recommendations/927,891
1769477560786,GET,/recommendations/574,896
1769477560913,GET,/products,30
1769477560932,GET,/products,49
1769477561022,GET,/recommendations/408,870
1769477561033,GET,/products,21
1769477561340,GET,/users/179/dashboard,831
1769477561365,GET,/recommendations/553,857
1769477561366,POST,/checkout,54
1769477561401,GET,/users/348/dashboard,875
1769477561462,POST,/checkout,21
1769477561490,GET,/users/337/dashboard,914
1769477561715,GET,/products,16
1769477561718,GET,/recommendations/5,917
1769477561742,GET,/products,18
1769477561746,GET,/recommendations/135,969
1769477561846,GET,/recommendations/739,964
1769477561885,POST,/checkout,4
1769477561899,GET,/users/269/dashboard,780
1769477561918,GET,/products,36
1769477561951,GET,/products,70
1769477562089,GET,/users/958/dashboard,739
1769477562138,GET,/recommendations/305,1253
1769477562148,GET,/users/630/dashboard,1465
1769477562188,GET,/recommendations/149,1055
1769477562192,GET,/users/362/dashboard,1310
1769477562223,GET,/products,42
1769477562245,POST,/checkout,64
1769477562339,GET,/recommendations/957,877
1769477562348,GET,/users/809/dashboard,906
1769477562350,GET,/products,9
1769477562442,GET,/users/182/dashboard,1215
1769477562641,POST,/checkout,14
1769477562677,GET,/products,23
1769477562755,GET,/products,38
1769477562755,GET,/recommendations/425,906
1769477562761,GET,/recommendations/653,799
1769477562771,GET,/users/983/dashboard,1290
1769477562869,GET,/products,15
1769477562872,GET,/users/751/dashboard,990
1769477562880,GET,/users/89/dashboard,998
1769477562887,GET,/products,16
1769477563035,GET,/users/670/dashboard,952
1769477563064,GET,/recommendations/294,864
1769477563116,GET,/products,44
1769477563145,GET,/recommendations/806,995
1769477563157,GET,/products,31
1769477563174,GET,/products,16
1769477563273,POST,/checkout,11
1769477563319,GET,/recommendations/127,862
1769477563335,GET,/users/838/dashboard,650
1769477563352,GET,/products,12
1769477563407,GET,/users/276/dashboard,844
1769477563435,GET,/users/403/dashboard,903
1769477563465,GET,/recommendations/730,878
1769477563473,GET,/users/843/dashboard,584
1769477563490,GET,/products,5
1769477563493,GET,/recommendations/174,738
1769477563684,GET,/products,6
1769477563692,GET,/recommendations/354,665
1769477563744,POST,/checkout,4
1769477563892,GET,/recommendations/960,565
1769477563996,GET,/products,6
1769477563996,GET,/products,6
1769477564028,GET,/products,11
1769477564092,GET,/recommendations/682,515
1769477564223,GET,/products,7
1769477564242,GET,/products,8
1769477564254,POST,/checkout,5
1769477564341,GET,/products,9
1769477564662,GET,/products,27
1769477564711,POST,/checkout,51
1769477564724,GET,/products,11
1769477564737,GET,/products,11
1769477564818,POST,/checkout,29
1769477564887,GET,/products,9
1769477564943,GET,/products,19
1769477565286,GET,/products,35
1769477565294,GET,/products,27
1769477565331,POST,/checkout,78
1769477565381,GET,/products,42
1769477565407,GET,/products,13
1769477565436,GET,/products,14
1769477565437,GET,/recommendations/420,1138
1769477565546,POST,/checkout,19
1769477565617,GET,/recommendations/11,1127
1769477565660,GET,/users/78/dashboard,1426
1769477565678,POST,/checkout,43
1769477565734,GET,/products,56
1769477565831,GET,/recommendations/277,1174
1769477565917,GET,/products,53
1769477565991,GET,/products,19
1769477566008,GET,/recommendations/846,1349
1769477566032,GET,/recommendations/398,1116
1769477566072,GET,/users/506/dashboard,1665
1769477566121,POST,/checkout,19
1769477566183,GET,/recommendations/798,1534
1769477566196,GET,/users/559/dashboard,1548
1769477566208,GET,/products,24
1769477566364,GET,/products,46
1769477566446,GET,/products,41
1769477566462,GET,/recommendations/768,1260
1769477566503,GET,/recommendations/969,1237
1769477566505,GET,/users/156/dashboard,1954
1769477566581,GET,/users/378/dashboard,1212
1769477566590,GET,/users/820/dashboard,1629
1769477566654,POST,/checkout,18
1769477566788,GET,/users/96/dashboard,1596
1769477566792,GET,/recommendations/236,1339
1769477566846,GET,/users/274/dashboard,1873
1769477566850,GET,/users/755/dashboard,1621
1769477566862,GET,/users/524/dashboard,1671
1769477566900,GET,/users/813/dashboard,2091
1769477566959,GET,/products,39
1769477567141,GET,/products,41
1769477567264,GET,/users/381/dashboard,1880
1769477567381,GET,/users/483/dashboard,1427
1769477567405,POST,/checkout,7
1769477567422,GET,/recommendations/111,1498
1769477567440,GET,/users/931/dashboard,1873
1769477567461,POST,/checkout,12
1769477567560,GET,/recommendations/133,1243
1769477567649,POST,/checkout,41
1769477567704,GET,/recommendations/420,1315
1769477567769,GET,/recommendations/955,1364
1769477567775,GET,/recommendations/198,1187
1769477567795,GET,/recommendations/270,962
1769477567835,GET,/products,48
1769477567873,GET,/products,12
1769477568008,GET,/products,17
1769477568019,GET,/recommendations/712,1822
1769477568040,GET,/recommendations/861,1347
1769477568073,GET,/products,13
1769477568120,GET,/products,9
1769477568182,GET,/users/980/dashboard,908
1769477568187,GET,/users/436/dashboard,1073
1769477568196,GET,/users/137/dashboard,1210
1769477568227,GET,/products,26
1769477568254,GET,/recommendations/506,1171
1769477568275,GET,/recommendations/311,1442
1769477568276,GET,/recommendations/308,1017
1769477568280,POST,/checkout,13
1769477568363,GET,/recommendations/802,1154
1769477568426,GET,/users/439/dashboard,677
1769477568536,GET,/recommendations/423,902
1769477568601,GET,/recommendations/210,1154
1769477568678,POST,/checkout,15
1769477568751,GET,/users/128/dashboard,550
1769477568806,GET,/recommendations/913,834
1769477568866,GET,/products,7
1769477568949,GET,/products,8
1769477568965,GET,/recommendations/446,854
1769477568997,GET,/products,26
1769477569030,POST,/checkout,8
1769477569075,GET,/recommendations/111,786
1769477569089,GET,/users/748/dashboard,438
1769477569156,GET,/products,9
1769477569183,GET,/users/886/dashboard,833
1769477569280,GET,/users/599/dashboard,725
1769477569396,POST,/checkout,5
1769477569397,GET,/products,10
1769477569453,GET,/products,20
1769477569463,GET,/products,10
